Racquet Name,Tension,Length,Pattern,Skip M Holes,Tie Off M,Start C,Tie Off C,Manufacturer,Pattern Type
SILHOUETTE 115,58 - 70,38'- 10'S,18M X 20C,"8,10T - 8,10B",6B,8B,5T,Slazenger,Tennis
SILHOUETTE 95,55 - 65,34' - 10'S,16M X 19C,"8T - 7,9B",6B,7B,7T,Slazenger,Tennis
TYPE 2 NX ONE,58 - 65,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,7T - 7B,Slazenger,Tennis
TYPE 2 NX THREE,55 - 65,20'M - 18'C,16M X 20C,"7,9,10T",6T,7T,5T - 7B,Slazenger,Tennis
TYPE 2 NX TWO,58 - 65,20'M - 18'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Slazenger,Tennis
ASCENT,30 - 40,33' - 8'S,16M X 18C,"7,9T - 7,9B",8T,7T,6B,Spalding,Racquetball
ASSAULT COMP,42,28' - 7'S,14M X 17C,"7T - 5,7,9B",6B,5B,5T,Spalding,Racquetball
ASSAULT GRAPHITE,42,28' - 7'S,14M X 17C,"7T - 5,7,9B",6B,5B,5T,Spalding,Racquetball
ASSAULT LIGHT,28 - 36,35' - 8'S,14M X 18C,"7T - 5,7,8,10,11B",9B,5B,5T,Spalding,Racquetball
ASSAULT LIGHT 103,30 -39,18'M - 17'C,14M X 18C,"7T - 5,7,9B",8B,7T,5T - 3B,Spalding,Racquetball
ASSAULT SILENCER,30 - 39,18'M - 17'C,14M X 18C,"7T - 5,7,9B",8B,7T,5T - 3B,Spalding,Racquetball
ENFORCER,40,30' - 8'S,16M X 17C,"8T - 5,7,9B",4B,5B,6T,Spalding,Racquetball
EPIC,30 - 40,33' - 8'S,16M X 18C,"7,9T - 7,9B",8T,7T,6B,Spalding,Racquetball
FELON,30 - 38,18'M - 16'C,14M X 17C,"7T - 5,7,9,10B",8B,7T,5T - 6B,Spalding,Racquetball
GRAFIGHT,28 - 36,15'M - 17'C,14M X 18C,"7T - 5,7,8,10,11B",9B,7T,5T - 7B,Spalding,Racquetball
HEAT 107,33 - 43,32' - 8'S,14M X 19C,"6,8T - 6,8B",7B,6B,7T,Spalding,Racquetball
KILLSHOT,26 - 33,30' - 8'S,16M X 17C,"8T - 7,9B",8B,7B,6T,Spalding,Racquetball
POWER ASSAULT 103,40,28' - 7'S,14M X 17C,"7T - 5,7,9B",6B,5B,5T,Spalding,Racquetball
SILENCER,28 - 36,15'M - 17'C,14M X 18C,"7T - 5,7,8,10,11B",9B,7T,5T - 7B,Spalding,Racquetball
THUNDER HEAT,33 - 43,32' - 8'S,14M X 19C,"6,8T - 6,8B",7B,6B,7T,Spalding,Racquetball
ARISTA,57 - 65,19'M - 18'C,16M X 18C,"7,9T - 7,9B",6B,7T,6T -11B,Spalding,Tennis
ASSAULT 110,55 - 65,18'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Spalding,Tennis
ASSAULT 115,55 - 70,19'M - 17'C,16M X 18C,"8T - 7,9B",6T,8T,5T -10B,Spalding,Tennis
ASSAULT 95,50 - 58,18'M - 17'C,16M X 19C,8T - 8B,7B,8T,7T -11B,Spalding,Tennis
ATP EXTREME PRO,55 - 65,20'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,6T - 10B,Spalding,Tennis
ATP TOUR ENFORCER,55 - 65,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6T,7T,5T - 6B,Spalding,Tennis
ATP TOUR PRO LINE 200,55 - 65,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B,Spalding,Tennis
ATP TOUR PRO LINE 250,55 - 65,19'M - 17'C,16M X 19C,"8T - 7,9B",6T,8T,7T - 9B,Spalding,Tennis
ATP TOUR PRO LINE 250 LONG,55 - 65,19'M - 17'C,16M X 19C,"8T - 7,9B",6T,8T,7T - 9B,Spalding,Tennis
ATP TOUR PRO LINE 300,55 - 65,19'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Spalding,Tennis
ATP TOUR PRO LINE 350,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6T,7T,5T - 6B,Spalding,Tennis
ATP TOUR PRO LINE 350 LONG,55 - 65,19'M - 17'C,16M X 20C,"8T - 7,9B",6T,7T,7T - 9B,Spalding,Tennis
ATP TOUR PRO STOCK 200,55 - 65,19'M - 17'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 6B,Spalding,Tennis
ATP TOUR PRO STOCK 250,55 - 65,19'M - 17'C,16M X 19C,"8T - 7,9B",6T,8T,7T - 9B,Spalding,Tennis
ATP TOUR PRO STOCK 250 LONG,55 - 65,19'M - 17'C,16M X 19C,"8T - 7,9B",6T,8T,7T - 9B,Spalding,Tennis
ATP TOUR PRO STOCK 300,55 - 65,19'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 9B,Spalding,Tennis
ELLYP-TECH 100,45 - 55,19'M - 18'C,16M X 17C,8T - 8B,7B,8T,6T -11B,Spalding,Tennis
ELLYP-TECH 110,45 - 55,19'M - 18'C,16M X 19C,8T - 8B,7B,8T,6T -11B,Spalding,Tennis
EPIC,60 - 70,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 8B,Spalding,Tennis
ORBITECH 95,48 - 66,19'M - 18'C,16M X 18C,8T - 8B,7B,8T,6T -11B,Spalding,Tennis
ORBITECH EXTREME,50 - 60,19'M - 18'C,16M X 17C,NONE,7T,9T,8T - 8B,Spalding,Tennis
ORBITECH XL,50 - 70,19'M - 18'C,16M X 17C,NONE,7T,9T,8T - 8B,Spalding,Tennis
PARADOX 100,50 - 62,20'M - 17'C,16M X 20C,"7,9T - 8B",8T,7T,5T -11B,Spalding,Tennis
PARADOX 110,53 - 64,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 6B,Spalding,Tennis
PREMONITION,45 - 55,35' - 10'S,18M X 19C,"7,9,11T - 8,10B",8T,7T,6B,Spalding,Tennis
PRO FORMA,60 - 70,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 8B,Spalding,Tennis
PROFESSIONAL EXTREME,58 - 66,19'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Spalding,Tennis
CARBOFLEX 125 S,24 - 29,31' - 9'S,14M X 18C,"7T - 6,8B",5B,6B,5T,Tecnifibre,Squash
CARBOFLEX 130,22 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",3B,6B,5T,Tecnifibre,Squash
CARBOFLEX 130 S,24 - 29,31' - 9'S,14M X 18C,"7T - 6,8B",5B,6B,5T,Tecnifibre,Squash
CARBOFLEX 135 S,24 - 29,31' - 9'S,14M X 18C,"7T - 6,8B",5B,6B,5T,Tecnifibre,Squash
CARBOFLEX 140,22 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",3B,6B,5T,Tecnifibre,Squash
CARBOFLEX STORM,24 - 29,31' - 9'S,14M X 18C,"7T - 6,8B",5B,6B,5T,Tecnifibre,Squash
DYNERGY TOUR 125,22 - 30,33' - 9'S,14M X 18C,"7T - 6,8,9B",5B,6B,5T,Tecnifibre,Squash
SUPREM AXIS 150,22 - 30,33' - 9'S,14M X 18C,"7T - 6,8B",5B,6B,5T,Tecnifibre,Squash
SUPREM CALIBUR 135,22 - 30,33' - 9'S,14M X 18C,"7T - 6,8B",5B,6B,5T,Tecnifibre,Squash
SUPREM NG 130,22 - 30,33' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,4B,Tecnifibre,Squash
SUPREM PLUSE 130,22 - 30,33' - 9'S,14M X 18C,"7T - 6,8B",5B,6B,5T,Tecnifibre,Squash
SUPREM RUBY 130,22 - 30,33' - 9'S,14M X 18C,"7T - 6,8B",5B,6B,5T,Tecnifibre,Squash
REBOUND PRO (VO2 MAX),55 - 65,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Tecnifibre,Tennis
T FEEL 305 (16X19),55 - 65,40' - 11'S,16M X 19C,"7,9T - 7,9B",6T,7T,8B,Tecnifibre,Tennis
T FEEL 305 (18X20),55 - 65,22'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 9B,Tecnifibre,Tennis
T FIGHT 255 (SYNERGY LINK),49 - 55,21'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Tecnifibre,Tennis
T FIGHT 280 DYNACORE,49 - 55,20'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Tecnifibre,Tennis
T FIGHT 280 XTC,49 - 55,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Tecnifibre,Tennis
T FIGHT 295 (16M TOUR PREPARED),50 - 56,21'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Tecnifibre,Tennis
T FIGHT 295 DYNACORE,49 - 55,20'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Tecnifibre,Tennis
T FIGHT 295 MP (SYNERGY LINK),49 - 55,21'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Tecnifibre,Tennis
T FIGHT 295 VO2 MAX,55 - 65,21'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Tecnifibre,Tennis
T FIGHT 295 XTC,49 - 55,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Tecnifibre,Tennis
T FIGHT 300 DYNACORE,50 - 56,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Tecnifibre,Tennis
T FIGHT 300 XTC,49 - 55,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Tecnifibre,Tennis
T FIGHT 305 (18M TOUR PREPARED),50 - 56,21'M - 19'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B,Tecnifibre,Tennis
T FIGHT 305 DYNACORE,50 - 56,20'M - 20'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B,Tecnifibre,Tennis
T FIGHT 305 XTC,49 - 55,20'M - 19'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B,Tecnifibre,Tennis
T FIGHT 315 DYNACORE,50 - 56,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Tecnifibre,Tennis
T FIGHT 315 LIMITED (16M),50 - 56,21'M - 19'C,16M X 19C,8T - 8B,6B,8T,7T - 4B,Tecnifibre,Tennis
T FIGHT 315 LIMITED (18M),50 - 56,21'M - 19'C,18M X 20C,"8,10T - 9B",8B,8T,6T - 7B,Tecnifibre,Tennis
T FIGHT 315 XTC,49 - 55,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Tecnifibre,Tennis
T FIGHT 320 (16x20),55 - 65,21'M - 19'C,16M X 20C,"7,9T - 7,9B",6T,7T,5T - 8B,Tecnifibre,Tennis
T FIGHT 320 (18x20),55 - 65,21'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 6B,Tecnifibre,Tennis
T FIGHT 320 VO2 MAX,55 - 65,21'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Tecnifibre,Tennis
T FIGHT 320 XL,55 - 65,21'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 6B,Tecnifibre,Tennis
T FIGHT 320 XTC,49 - 55,20'M - 19'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B,Tecnifibre,Tennis
T FIGHT 325 DYNACORE,50 - 56,20'M - 20'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B,Tecnifibre,Tennis
T FIGHT 325 VO2 MAX,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,6T - 9B,Tecnifibre,Tennis
T FIGHT 335 (16x20),55 - 65,21'M - 19'C,16M X 20C,"7,9T - 7,9B",6T,7T,5T - 8B,Tecnifibre,Tennis
T FIGHT 335 (18x20),55 - 65,21'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 6B,Tecnifibre,Tennis
T FLASH 270,49 - 59,21'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 8B,Tecnifibre,Tennis
T FLASH 285 ATP,50 - 55,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,6T - 8B,Tecnifibre,Tennis
T FLASH 285 DYNACORE,50 - 56,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B,Tecnifibre,Tennis
T FLASH 290,55 - 65,21'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,6T - 4B,Tecnifibre,Tennis
T FLASH 300 DYNACORE,50 - 56,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B,Tecnifibre,Tennis
T FLASH 300 POWER STAB,49 - 59,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 10B,Tecnifibre,Tennis
T FLASH 300 SPEEDFLEX,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 8B,Tecnifibre,Tennis
T FLASH 310 (16x19),55 - 65,21'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,6T - 4B,Tecnifibre,Tennis
T FLASH 310 (18x20),55 - 65,20'M - 19'C,18M X 20C,"8,10T - 8,10B",7T,8T,6T - 6B,Tecnifibre,Tennis
T FLASH 315 DYNACORE,50 - 56,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B,Tecnifibre,Tennis
T FLASH 315 SPEEDFLEX,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 8B,Tecnifibre,Tennis
T REBOUND 265 FEEL,49 - 55,21'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Tecnifibre,Tennis
T REBOUND 265 FEEL (WHITE & ORANGE),49 - 55,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 8B,Tecnifibre,Tennis
T REBOUND 265 PROLITE,49 - 55,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6T,7T,5T - 6B,Tecnifibre,Tennis
T REBOUND 295 PRO (SYNERGY LINK),49 - 55,21'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Tecnifibre,Tennis
T REBOUND 295 PRO (WHITE & ORANGE),49 - 55,20'M - 20'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B,Tecnifibre,Tennis
BAD INFLUENCE,27 - 32,40' - 10'S,16M X 20C,"8T - 5,7,9,11,12B",6T,8T,3B,Transition,Racquetball
CONTENDER,28 - 30,38' - 9'S,14M X 16C,"7T - 6,8B",4B,6B,5T,Transition,Racquetball
PHASE I,27 - 32,40' - 10'S,18M X 21C,"9T - 7,9,11,12B",5B,7B,6T,Transition,Racquetball
PHASE II,27 - 32,40' - 10'S,16M X 20C,"8T - 6,8,10,11B",5T,8T,5B,Transition,Racquetball
VICTORY,27 - 32,40' - 10'S,18M X 19C,"9T - 7,9,11,12B",8B,7B,7T,Transition,Racquetball
BORIS BECKER 1,48 - 58,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
BORIS BECKER 10,50 - 60,20'M - 18'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
BORIS BECKER 5,48 - 58,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
C10 MP,55 - 65,35' - 9'S,16M X 19C,8T - 8B,6T,8T,7B,Volkl,Tennis
C10 MS,55 - 65,35' - 10'S,16M X 18C,8T - 8B,6T,8T,7B,Volkl,Tennis
C10 PRO,50 - 60,18'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Volkl,Tennis
C10 PRO OS,52 - 62,19'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
C10 PRO TOUR,53 - 63,19'M - 17'C,16M X 19C,"7,9T - 8B",8T,7T,4T - 7B,Volkl,Tennis
C10 PRO XTENDED,50 - 60,18'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Volkl,Tennis
C7 MP,54 - 64,18'M - 18'C,18M X 19C,"9T - 8,10B",7B,9T,6T - 5B,Volkl,Tennis
C7 MS,52 - 62,19'M - 17'C,18M X 20C,"8,10,11T - 8,10B",7B,8T,6T - 5B,Volkl,Tennis
C7 OS,60 - 70,35' - 9'S,16M X 19C,8T - 8B,6T,8T,7B,Volkl,Tennis
C7 PRO,52 - 62,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9T,8T,6T - 7B,Volkl,Tennis
C8 MP,52 - 62,35' - 9'S,16M X 19C,8T - 8B,6T,8T,7B,Volkl,Tennis
C8 PRO,52 - 62,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B,Volkl,Tennis
C9 HOT SPOT,54 - 64,36' - 9'S,16M X 19C,"8T - 7,9B",7T,8T,6B,Volkl,Tennis
C9 PRO,55 - 65,18'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Volkl,Tennis
C9 PRO XTENDED,52 - 62,18'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Volkl,Tennis
CATAPULT 1,51 - 55,20'M - 18'C,14M X 20C,7T - 7B,6T,7T,5T - 10B,Volkl,Tennis
CATAPULT 1 WITH FIRE,46 - 60,20'M - 18'C,14M X 20C,7T - 7B,6T,7T,5T - 10B,Volkl,Tennis
CATAPULT 10,48 - 62,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
CATAPULT 2,51 - 55,19'M - 17'C,14M X 20C,7T - 7B,6T,7T,5T - 10B,Volkl,Tennis
CATAPULT 3,51 - 55,20'M - 18'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 9B,Volkl,Tennis
CATAPULT 3 WITH FIRE,46 - 60,20M' - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
CATAPULT 4,51 - 55,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
CATAPULT 4 GEN II,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
CATAPULT 6,48 - 62,20'M - 18'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
CATAPULT 7,48 - 62,20'M - 18'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
CATAPULT 8 V-ENGINE,48 - 62,20'M - 18'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
CATAPULT V1 MP,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
CATAPULT V1 OS,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
DNX 1 w/ POWER ARM,48 - 58,20'M - 18'C,16M X 17C,"8T - 7,9B",7T,8T,6T - 5B,Volkl,Tennis
DNX 10,50 - 60,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B,Volkl,Tennis
DNX 10 MID,50 - 60,19'M - 17'C,16M X 19C,"7,9T - 8B",8T,7T,4T - 11B,Volkl,Tennis
DNX 2 ATTIVA,46 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
DNX 3,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
DNX 4,46 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
DNX 6 ATTIVA,50 - 60,20'M -18'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
DNX 7,50 - 60,20'M -18'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
DNX 8,50 - 60,20'M - 18'C,16M X 18C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
DNX 9,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
DNX V1 MP,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
DNX V1 OS,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
HS 1 Ti,54 - 64,19'M - 17'C,16M X 19C,8B,6T,9T,8T - 7B,Volkl,Tennis
HS 5 Ti,54 - 64,19'M - 17'C,16M X 19C,8B,6T,9T,8T - 7B,Volkl,Tennis
ORGANIX 1,48 - 57,20'M - 18'C,16M X 17C,"8T - 7,9B",7T,8T,6T - 5B,Volkl,Tennis
ORGANIX 10,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
ORGANIX 10 MID,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 8B",8T,7T,4T - 11B,Volkl,Tennis
ORGANIX 2,46 - 60,21'M - 19'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
ORGANIX 3,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
ORGANIX 4,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
ORGANIX 5,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
ORGANIX 6,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
ORGANIX 7,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
ORGANIX 8,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
ORGANIX 9,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
ORGANIX V1 MP,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
ORGANIX V1 OS,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
ORGANIX V1 PRO,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
POWERBRIDGE 1 POWERARM,48 - 58,20'M - 18'C,16M X 17C,"8T - 7,9B",6T,8T,7T - 5B,Volkl,Tennis
POWERBRIDGE 10 295,50 - 60,19'M - 17'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 9B,Volkl,Tennis
POWERBRIDGE 10 325,50 - 60,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B,Volkl,Tennis
POWERBRIDGE 10 MID,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 8B",8T,7T,4T - 11B,Volkl,Tennis
POWERBRIDGE 2,46 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
POWERBRIDGE 3,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
POWERBRIDGE 4,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
POWERBRIDGE 5,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
POWERBRIDGE 6 ATTIVA,50 - 60,20'M - 18'C,16M X 18C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
POWERBRIDGE 8,50 - 60,20'M - 18'C,16M X 18C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
POWERBRIDGE 9,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
POWERBRIDGE V1 MP,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
POWERBRIDGE V1 OS,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
QUANTUM 1 POWER BOOST,50 - 60,19'M - 17'C,16M X 17C,"8T - 7,9B",7T,8T,6T - 9B,Volkl,Tennis
QUANTUM 10,50 - 60,19'M - 17'C,16M X 19C,"7,9T - 8B",8T,7T,4T - 7B,Volkl,Tennis
QUANTUM 10 TOUR,50 - 60,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B,Volkl,Tennis
QUANTUM 3,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 7B,Volkl,Tennis
QUANTUM 5,50 - 60,19'M - 17'C,16M X 19C,"8T - 7,9B",6T,8T,7T - 5B,Volkl,Tennis
QUANTUM 8,50 - 60,19'M - 17'C,16M X 19C,"7,9T - 8B",8T,7T,5T - 11B,Volkl,Tennis
QUANTUM FORCE,50 - 60,19'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
QUANTUM SCORCHER,50 - 60,20'M - 18'C,16M X 19C,"8T - 7,9B",6T,8T,7T - 8B,Volkl,Tennis
QUANTUM V1 MP,50 - 60,18'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
QUANTUM V1 OS,52 - 62,19'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SCORCHER 5,50 - 60,20'M - 18'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 8B,Volkl,Tennis
SUPER G 1,48 - 58,20'M - 16'C,16M X 17C,"8T - 7,9B",7T,8T,6T - 5B,Volkl,Tennis
SUPER G 10 295,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G 10 325,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G 10 MID 320,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 8B",8T,7T,4T - 11B,Volkl,Tennis
SUPER G 10 MID 330,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 8B",8T,7T,4T - 11B,Volkl,Tennis
SUPER G 2,46 - 60,21'M - 19'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
SUPER G 3,46 - 60,20'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
SUPER G 4,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G 5,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G 6,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G 7,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
SUPER G 8 300,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G 8 315,50 - 60,20'M - 19'C,16M X 18C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G 9,50 - 60,20'M - 19'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B,Volkl,Tennis
SUPER G V1 MP,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G V1 OS,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B,Volkl,Tennis
SUPER G V1 PRO,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,6T,8T,7T - 11B,Volkl,Tennis
TEAM BLAST,48 - 58,20'M - 19'C,16M X 17C,"8T - 7,9B",7T,8T,6T - 9B,Volkl,Tennis
